,,TOTAL,,,,,BUY,,,,,SELL,,,,,Net Flows,,,,
Date,Total Turnover,Retail,Institutional,Foreign,Regional,Local,Retail,Institutional,Local,Foreign,Regional,Retail,Institutional,Local,Foreign,Regional,Retail,Institutional,Local,Foreign,Regional
"August 30, 2010",369241234,233360459.89,135880774.11,78279141.61,18092820.47,272869271.93,211205985.85,158035248.15,256253416.4,91941067.27,21046750.34,255514933.93,113726300.07,289485127.46,64247974.72,15508131.83,-44308948.08,44308948.08,-33231711.06,27693092.55,5538618.51
"August 31, 2010",840471906,252982043.71,587489862.29,197510897.91,30256988.62,612704019.47,237853549.4,602618356.6,589170806.11,226927414.62,24373685.27,268951009.92,571520896.08,636237232.84,167253909.29,36980763.86,-31097460.52,31097460.52,-47066426.74,59673505.33,-12607078.59
"September 1, 2010",488594911,206675647.35,281919263.65,150975827.5,39576187.79,298042895.71,192506394.93,296088516.07,264818441.76,179314332.34,44462136.9,220356304.86,268238606.14,331755944.57,122637322.66,34201643.77,-27849909.93,27849909.93,-66937502.81,56677009.68,10260493.13
"September 2, 2010",559787100,326355879.3,233431220.7,124832523.3,45902542.2,389052034.5,329154814.8,230632285.2,382894376.4,133789116.9,43103606.7,322997156.7,236789943.3,395657522.28,115652014.86,48477562.86,6157658.1,-6157658.1,-12763145.88,18137102.04,-5373956.16
"September 5, 2010",1265619902,227811582.36,1037808319.64,83530913.53,20249918.43,1161839070.04,230342822.16,1035277079.84,1158042210.33,84796533.43,22781158.24,224014722.65,1041605179.35,1164370309.84,82265293.63,18984298.53,6328099.51,-6328099.51,-6328099.51,2531239.8,3796859.71
"September 6, 2010",1035356111,248485466.64,786870644.36,164621621.65,59015298.33,811719191.02,261945096.08,773411014.92,762022097.7,176010538.87,97323474.43,235025837.2,800330273.8,861416284.35,153232704.43,20707122.22,26919258.89,-26919258.89,-99394186.66,22777834.44,76616352.21
"September 7, 2010",552005364,181057759.39,370947604.61,109849067.44,12144118.01,430012178.56,207554016.86,344451347.14,448780360.93,83904815.33,19320187.74,154561501.92,397443862.08,410691990.82,135793319.54,5520053.64,52992514.94,-52992514.94,38088370.12,-51888504.22,13800134.1
"September 8, 2010",633327923,248897873.74,384430049.26,178598474.29,24699789,430029659.72,240031282.82,393296640.18,407863182.41,198864967.82,26599772.77,257764464.66,375563458.34,451562809.1,158965308.67,22799805.23,-17733181.84,17733181.84,-43699626.69,39899659.15,3799967.54
"September 13, 2010",899237386,465804965.95,433432420.05,187940613.67,54853480.55,656443291.78,430734707.89,468502678.11,612380659.87,232003245.59,54853480.55,499975986.62,399261399.38,700505923.69,142978744.37,55752717.93,-69241278.72,69241278.72,-88125263.83,89024501.21,-899237.39
"September 14, 2010",870624334,495385246.05,375239087.95,204596718.49,67908698.05,598118917.46,484067129.7,386557204.3,571129563.1,207208591.49,92286179.4,505832738.05,364791595.95,625108271.81,201114221.15,44401841.03,-21765608.35,21765608.35,-53978708.71,6094370.34,47884338.37
"September 15, 2010",1014213354,492773373.04,377850960.96,180219237.14,53753307.76,750517881.96,593314812.09,420898541.91,760660015.5,178501550.3,74037574.84,554774704.64,459438649.36,739361535.07,241382778.25,32454827.33,38540107.45,-38540107.45,21298480.43,-62881227.95,41582747.51
"September 16, 2010",1062063620,507666410.36,554397209.64,156123352.14,49916990.14,856023277.72,520411173.8,541652446.2,858147404.96,158247479.38,45668735.66,494921646.92,567141973.08,852837086.86,155061288.52,54165244.62,25489526.88,-25489526.88,5310318.1,3186190.86,-8496508.96
"September 19, 2010",1989958692,441770829.62,1548187862.38,115417604.14,29849380.38,1844691707.48,423861201.4,1566097490.6,1794942740.18,167156530.13,27859421.69,459680457.85,1530278234.15,1894440674.78,63678678.14,31839339.07,-35819256.46,35819256.46,-99497934.6,103477851.98,-3979917.38
"September 20, 2010",874527256,482739045.31,391788210.69,187148832.78,59467853.41,627910569.81,465248500.19,409278755.81,590305897.8,194145050.83,90076307.37,499355063.18,375172192.82,664640714.56,181027141.99,28859399.45,-34106562.98,34106562.98,-74334816.76,13117908.84,61216907.92
"September 21, 2010",1417926854,579932083.29,837994770.71,134703051.13,46791586.18,1236432216.69,557245253.62,860681600.38,1222252948.15,148882319.67,46791586.18,602618912.95,815307941.05,1249193558.37,120523782.59,48209513.04,-45373659.33,45373659.33,-26940610.23,28358537.08,-1417926.85
"September 22, 2010",747774792,550362246.91,197412545.09,88985200.25,88985200.25,569804391.5,532415651.9,215359140.1,555596670.46,90480749.83,101697371.71,569056616.71,178718175.29,584012112.55,87489650.66,76273028.78,-36640964.81,36640964.81,-28415442.1,2991099.17,25424342.93
"September 23, 2010",1150636543,657013466.05,493623076.95,193306939.22,74791375.3,882538228.48,630548825.56,520087717.44,859525497.62,216319670.08,74791375.3,683478106.54,467158436.46,906701595.88,169143571.82,74791375.3,-52929280.98,52929280.98,-47176098.26,47176098.26,0
"September 26, 2010",1786373345,598435070.58,1187938274.43,89318667.25,42872960.28,1654181717.47,616298804.03,1170074540.98,1666686330.89,96464160.63,23222853.49,578784963.78,1207588381.22,1641498466.72,81279987.2,63594891.08,37513840.25,-37513840.24,25187864.16,15184173.43,-40372037.6
"September 27, 2010",994945325,179090158.5,815855166.5,65666391.45,15919125.2,911369917.7,181080049.15,813865275.85,910374972.38,66661336.78,17909015.85,176105322.53,818840002.48,915349699,64671446.13,14924179.88,4974726.63,-4974726.63,-4974726.63,1989890.65,2984835.98
"September 28, 2010",780256956,510288049.22,269968906.78,111576744.71,28089250.42,640590960.88,481418541.85,298838414.15,133423939.48,18726166.94,628106849.58,539157556.6,241099399.4,89729549.94,38232590.84,652294815.22,-57739014.74,57739014.74,43694389.54,-19506423.9,-24187965.64
"September 29, 2010",1166389272,579695468.18,586693803.82,188955062.06,65317799.23,912116410.7,559866850.56,606522421.44,896953350.17,232111465.13,37324456.7,599524085.81,566865186.19,927279471.24,145798659,92144752.49,-39657235.25,39657235.25,-30326121.07,86312806.13,-54820295.78
"September 30, 2010",1281163573,834037486.02,447126086.98,234452933.86,34591416.47,1012119222.67,822507013.87,458656559.13,243421078.87,26904435.03,1010838059.1,846849121.75,434314451.25,226765952.42,42278397.91,1012119222.67,-24342107.89,24342107.89,16655126.45,-15373962.88,-1281163.57
"October 3, 2010",1474303610,619207516.2,855096093.8,110572770.75,45703411.91,1318027427.34,610361694.54,863941915.46,1294438569.58,132687324.9,47177715.52,629527641.47,844775968.53,1343090588.71,88458216.6,42754804.69,-19165946.93,19165946.93,-48652019.13,44229108.3,4422910.83
"October 4, 2010",1291751086,599372503.9,692378582.1,285476990.01,51670043.44,954604052.55,585163241.96,706587844.04,922310275.4,335855282.36,33585528.24,613581765.85,678169320.15,988189580.79,233806946.57,69754558.64,-28418523.89,28418523.89,-65879305.39,102048335.79,-36169030.41
"October 5, 2010",1227339334,775678459.09,451660874.91,282288046.82,89595771.38,855455515.8,768314423.08,459024910.92,853000837.13,289652082.82,84686414.05,783042495.09,444296838.91,859137533.8,273696671.48,94505128.72,-14728072.01,14728072.01,-6136696.67,15955411.34,-9818714.67
"October 7, 2010",1431622107,753033228.28,678588878.72,216174938.16,88760570.63,1126686598.21,758759716.71,672862390.29,1108075510.82,249102246.62,74444349.56,745875117.75,685746989.25,1143866063.49,183247629.7,104508413.81,12884598.96,-12884598.96,-35790552.68,65854616.92,-30064064.25
"October 8, 2010",699524614,498061525.17,201463088.83,54562919.89,23783836.88,621177857.23,509953443.61,189571170.39,51065296.82,29380033.79,619079283.39,486169606.73,213355007.27,58760067.58,18187639.96,622576906.46,23783836.88,-23783836.88,-7694770.75,11192393.82,-3497623.07
"October 11, 2010",1623132668,602182219.83,1020950448.17,198022185.5,40578316.7,1384532165.8,597312821.82,1025819846.18,1361808308.45,217499777.51,43824582.04,608674750.5,1014457917.5,1408879155.82,176921460.81,37332051.36,-11361928.68,11361928.68,-47070847.37,40578316.7,6492530.67
"October 12, 2010",1182555643,539245373.21,643310269.79,203399570.6,43754558.79,935401513.61,503768703.92,678786939.08,249519240.67,41389447.51,891646954.82,575904598.14,606651044.86,157279900.52,44937114.43,980338628.05,-72135894.22,72135894.22,92239340.15,-3547666.93,-88691673.22
"October 13, 2010",1367722561,667448609.77,700273951.23,246190060.98,51973457.32,1069559042.7,644197326.23,723525234.77,999805192.09,298163518.3,69753850.61,689332170.74,678390390.26,1137945170.75,195584326.22,35560786.59,-45134844.51,45134844.51,-138139978.66,102579192.08,34193064.03
"October 14, 2010",1333522839,808114840.43,525407998.57,144020466.61,188026720.3,1001475652.09,829451205.86,504071633.14,124017624.03,218697745.6,990807469.38,786778475.01,546744363.99,164023309.2,157355695,1012143834.8,42672730.85,-42672730.85,-40005685.17,61342050.59,-21336365.42
"October 17, 2010",968959649,640482327.99,328477321.01,88175328.06,39727345.61,841056975.33,642420247.29,326539401.71,838150096.39,95927005.25,34882547.36,877458028.06,456064810.94,1161498392.77,109348872.8,61342050.59,-235037780.78,-129525409.23,-323348296.38,-13421867.55,-26459503.23
"October 18, 2010",955887026,548679152.92,407207873.08,136691844.72,65000317.77,754194863.51,572576328.57,383310697.43,710224060.32,162500794.42,83162171.26,524781977.27,431105048.73,798165666.71,112794669.07,44926690.22,47794351.3,-47794351.3,-87941606.39,49706125.35,38235481.04
"October 19, 2010",1159707986,713220411.39,446487574.61,186712985.75,173956197.9,799038802.35,790920846.45,368787139.55,260934296.85,258614880.88,640158808.27,635519976.33,524188009.67,113651382.63,89297514.92,956759088.45,155400870.12,-155400870.12,147282914.22,169317365.96,-316600280.18
"October 20, 2010",825877693,548382788.15,262629106.37,137921574.73,47075028.5,624363535.91,541775766.61,284101926.39,638403456.69,149483862.43,37990373.88,554163932,271713761,609497737.43,160220272.44,56159683.12,-12388165.4,12388165.39,28905719.26,-10736410.01,-18169309.25
"October 21, 2010",714766439,487470711.4,227295727.6,119365995.31,57181315.12,538219128.57,446729024.38,268037414.63,157248616.58,35023555.51,522494266.91,528212398.42,186554040.58,82198140.49,80053841.17,552514457.35,-81483374.05,81483374.05,75050476.1,-45030285.66,-30020190.44
"October 24, 2010",614459477,412302309.07,202157167.93,41168784.96,22735000.65,550555691.39,401242038.48,213217438.52,543182177.67,54072433.98,17204865.36,423362579.65,191096897.35,557929205.12,28265135.94,28265135.94,-22120541.17,22120541.17,-14747027.45,25807298.03,-11060270.59
"October 25, 2010",1264670005,509662012.02,755007992.99,92320910.37,27822740.11,1144526354.53,499544651.98,765125353.03,101173600.4,35410760.14,1128085644.46,519779372.06,744890632.95,83468220.33,18970050.08,1162231734.6,-20234720.08,20234720.08,17705380.07,16440710.07,-34146090.14
"October 26, 2010",1443149507,555612560.2,887536946.81,219358725.06,46180784.22,1177609997.71,549839962.17,893309544.83,1258426370.1,141428651.69,43294485.21,559942008.72,883207498.28,1096793625.32,297288798.44,49067083.24,-10102046.55,10102046.55,161632744.78,-155860146.76,-5772598.03
"October 27, 2010",1386318574,557300066.75,829018507.25,184380370.34,45748512.94,1156189690.72,557300066.75,829018507.25,182994051.77,41589557.22,1161734965.01,557300066.75,829018507.25,184380370.34,51293787.24,1150644416.42,0,0,-1386318.57,-9704230.02,11090548.59
"October 28, 2010",945422300,398968210.6,546454089.4,87924273.9,49161959.6,807390644.2,404640744.4,540781555.6,797936421.2,95487652.3,51998226.5,393295676.8,552126623.2,817790289.5,80360895.5,47271115,11345067.6,-11345067.6,-19853868.3,15126756.8,4727111.5
"October 31, 2010",956163560,362385989.24,593777570.76,33465724.6,25816416.12,896881419.28,361429825.68,594733734.32,887319783.68,35378051.72,33465724.6,363342152.8,592821407.2,906443054.88,30597233.92,19123271.2,-1912327.12,1912327.12,-19123271.2,4780817.8,14342453.4
"November 1, 2010",1141230278,478517855.57,662712422.43,251298907.22,105792046.77,784025200.99,510244057.29,630986220.71,759032257.9,277318957.55,104879062.55,446791653.84,694438624.16,809018144.07,225392979.91,106819154.02,63452403.46,-63452403.46,-49985886.18,51925977.65,-1940091.47
"November 2, 2010",1117870793,384547552.79,733323240.21,183330810.05,44714831.72,889825151.23,371133103.28,746737689.72,807102712.55,273878344.29,36889736.17,399079873.1,718790919.9,973665460.7,92783275.82,51422056.48,-27946769.83,27946769.83,-166562748.16,181095068.47,-14532320.31
"November 3, 2010",1073042800,462481446.8,610561353.2,44102059.08,55798225.6,576223983.6,463554489.6,609488310.4,501432900.44,525039842.04,46570057.52,461408404,611634396,651336979.6,356250209.6,65455610.8,2146085.6,-2146085.6,-149904079.16,168789632.44,-18885553.28
"November 4, 2010",865403141,554723413.38,310679727.62,180003853.33,67501445,618763245.82,551261800.82,314141340.18,222408607.24,52789591.6,590204942.16,559050429.09,306352711.91,136733696.28,82213298.4,646456146.33,-7788628.27,7788628.27,85674910.96,-29423706.79,-56251204.17
"November 7, 2010",1148377009,507582637.98,640794371.02,218191631.71,32154556.25,898030821.04,492653736.86,655723272.14,237714040.86,34451310.27,876211657.87,521363162.09,627013846.91,198669222.56,28709425.23,920998361.22,-28709425.23,28709425.22,39044818.31,5741885.04,-44786703.35
"November 8, 2010",1392218582,527650842.58,864567739.42,334132459.68,48727650.37,1009358471.95,503983126.68,888235455.32,381467891.47,41766557.46,968984133.07,551318558.47,840900023.53,285404809.31,55688743.28,1051125029.41,-47335431.79,47335431.79,96063082.16,-13922185.82,-82140896.34
"November 9, 2010",1808315038,423145718.89,1385169319.11,273055570.74,56057766.18,1477393386.05,392404363.25,1415910674.75,410487513.63,34357985.72,1363469538.65,452078759.5,1356236278.5,135623627.85,79565861.67,1593125548.48,-59674396.25,59674396.25,274863885.78,-45207875.95,-229656009.83
"November 10, 2010",1894294421,496305138.3,1397989282.7,416744772.62,35991594,1441558054.38,467890721.99,1426403699.01,439476305.67,26520121.89,1428297993.43,526613849.04,1367680571.96,395907533.99,45463066.1,1452923820.91,-58723127.05,58723127.05,43568771.68,-18942944.21,-24625827.47
"November 11, 2010",1528240034,391229448.7,1137010585.3,238405445.3,39734240.88,1250100347.81,382060008.5,1146180025.5,255216085.68,41262480.92,1230233227.37,400398888.91,1127841145.09,220066564.9,36677760.82,1269967468.25,-18338880.41,18338880.41,35149520.78,4584720.1,-39734240.88
"November 18, 2010",970468585,393039776.93,577428808.08,394980714.1,32025463.31,543462407.6,301815729.94,668652855.07,781227210.93,162068253.7,26202651.8,484263823.92,486204761.09,806459394.14,139747476.24,23291246.04,-182448093.98,182448093.98,-25232183.21,22320777.46,2911405.76
"November 21, 2010",805089038,571613216.98,233475821.02,129619335.12,88559794.18,586909908.7,529748587,275340451,539409655.46,157797451.45,107881931.09,613477846.96,191611191.04,635215250.98,100636129.75,69237657.27,-83729259.95,83729259.95,-95805595.52,57161321.7,38644273.82
"November 22, 2010",1002987604,641912066.56,361075537.44,219654285.28,55164318.22,728169000.5,619846339.27,383141264.73,688049496.34,264788727.46,50149380.2,663977793.85,339009810.15,768288504.66,175522830.7,59176268.64,-44131454.58,44131454.58,-80239008.32,89265896.76,-9026888.44
"November 23, 2010",1545703666,505445098.78,1040258567.22,168481699.59,40188295.32,1337033671.09,534813468.44,1010890197.56,1341670782.09,173118810.59,30914073.32,474531025.46,1071172640.54,1330850856.43,165390292.26,49462517.31,60282442.97,-60282442.97,10819925.66,7728518.33,-18548443.99
"November 24, 2010",867203581,554143088.26,313060492.74,219402505.99,99728411.82,548072663.19,534197405.9,333006175.1,574955974.2,244551409.84,47696196.96,574088770.62,293114810.38,521189352.18,193386398.56,152627830.26,-39891364.73,39891364.73,53766622.02,51165011.28,-104931633.3
"November 25, 2010",1448813413,527368082.33,921445330.67,147778968.13,46362029.22,1254672415.66,536060962.81,912752450.19,1264814109.55,155023035.19,28976268.26,517226388.44,931587024.56,1245979535.18,139086087.65,63747790.17,18834574.37,-18834574.37,18834574.37,15936947.54,-34771521.91
"November 28, 2010",2219243424,863285691.94,1355957732.06,603634211.33,226362829.25,1389246383.42,1018632731.62,1200610692.38,1517962502.02,317351809.63,383929112.35,710157895.68,1509085528.32,1260530264.83,889916613.02,66577302.72,308474835.94,-308474835.94,257432237.18,-572564803.39,317351809.63
"November 29, 2010",1489242206,434858724.15,1054383481.85,245724963.99,44677266.18,1198839975.83,430390997.53,1058851208.47,1186926038.18,268063597.08,34252570.74,437837208.56,1051404997.44,1210753913.48,224875573.11,53612719.42,-7446211.03,7446211.03,-23827875.3,43188023.97,-19360148.68
"November 30, 2010",1140261067,562148706.03,578112360.97,352340669.7,100342973.9,687577423.4,583813666.3,556447400.7,714943689.01,331815970.5,93501407.49,540483745.76,599777321.24,660211157.79,372865368.91,107184540.3,43329920.55,-43329920.55,54732531.22,-41049398.41,-13683132.8
"December 1, 2010",809313754,512295606.28,297018147.72,203137752.25,63935786.57,542240215.18,531719136.38,277594617.62,557617176.51,182095594.65,69600982.84,492062762.43,317250991.57,527672567.61,223370596.1,58270590.29,39656373.95,-39656373.95,29944608.9,-41275001.45,11330392.56
"December 2, 2010",823817514,542895741.73,280921772.27,180416035.57,36247970.62,607977325.33,535481384.1,288336129.9,598915332.68,192773298.28,32128883.05,549486281.84,274331232.16,616215500.47,168058772.86,39543240.67,-14004897.74,14004897.74,-17300167.79,24714525.42,-7414357.63
"December 5, 2010",692463178,426557317.65,265905860.35,94174992.21,56781980.6,541506205.2,405783422.31,286679755.69,472259887.4,168268552.25,51934738.35,447331212.99,245131965.01,610752523,20081432.16,61629222.84,-41547790.68,41547790.68,-138492635.6,148187120.09,-9694484.49
"December 6, 2010",646959217,392704244.72,254254972.28,158505008.17,25878368.68,462575840.16,386234652.55,260724564.45,459988003.29,159151967.38,27819246.33,399820796.11,247138420.89,465163677.02,157211089.73,24584450.25,-13586143.56,13586143.56,-5175673.74,1940877.65,3234796.09
"December 8, 2010",1474800053,454238416.32,1020561636.68,209421607.53,69315602.49,1196062842.98,420318015.11,1054482037.9,1172466042.14,244816808.8,57517202.07,489633617.6,985166435.4,1219659643.83,175501206.31,79639202.86,-69315602.49,69315602.49,-47193601.7,69315602.49,-22122000.8
"December 9, 2010",1638333226,599629960.72,1038703265.28,247388317.13,54064996.46,1336879912.42,555394963.61,1082938262.39,1279538249.51,311283312.94,47511663.55,643864957.82,994468268.18,1394221575.33,181854988.09,62256662.59,-88469994.2,88469994.2,-114683325.82,129428324.85,-14744999.03
"December 12, 2010",951579715,517659364.96,433920350.04,140833797.82,39014768.32,771731148.87,514804625.82,436775089.19,703217409.39,217911754.74,30450550.88,520514104.11,431065610.9,840244888.35,47578985.75,63755840.91,-5709478.29,5709478.29,-137027478.96,170332768.99,-33305290.03
"December 13, 2010",905888506,502768120.83,403120385.17,144942160.96,57070975.88,703875369.16,481932685.19,423955820.81,654957389.84,186613032.24,64318083.93,524509444.97,381379061.03,751887459.98,103271289.68,50729756.34,-42576759.78,42576759.78,-96930070.14,83341742.55,13588327.59
"December 14, 2010",1336926667,522738326.8,814188340.2,244657580.06,54813993.35,1036118166.93,513379840.13,823546826.87,1017401193.59,260700700.07,58824773.35,532096813.47,804829853.53,1054835140.26,229951386.72,52140140.01,-18716973.34,18716973.34,-37433946.68,30749313.34,6684633.34
"December 15, 2010",1285304340,598951822.44,686352517.56,214645824.78,75832956.06,996110863.5,611804865.84,673499474.16,942128081.22,224928259.5,118247999.28,584813474.7,700490865.3,1048808341.44,203078085.72,33417912.84,26991391.14,-26991391.14,-106680260.22,21850173.78,84830086.44
"December 16, 2010",979722488,402665942.57,577056545.43,282160076.54,31351119.62,666211291.84,422260392.33,557462095.67,672089626.77,270403406.69,37229454.54,383071492.81,596650995.19,659353234.42,293916746.4,26452507.18,39188899.52,-39188899.52,12736392.34,-23513339.71,10776947.37
"December 19, 2010",760717496,334715698.24,426001797.76,91286099.52,34993004.82,634438391.66,343844308.19,416873187.81,626070499.21,101175426.97,33471569.82,325587088.29,435130407.71,643567001.62,80636054.58,36514439.81,18257219.9,-18257219.9,-17496502.41,20539372.39,-3042869.98
"December 20, 2010",869721944,456604020.6,413117923.4,300054070.68,53053038.58,515745112.79,444427913.38,425294030.62,494002064.19,321797119.28,53922760.53,467910405.87,401811538.13,537488161.39,279180744.02,53053038.58,-23482492.49,23482492.49,-43486097.2,42616375.26,869721.94
"December 21, 2010",720094326,375169143.85,344925182.15,200906316.95,48246319.84,470941689.2,365807917.61,354286408.39,451499142.4,209547448.87,59047734.73,384530370.08,335563955.92,490384236.01,192265185.04,37444904.95,-18722452.48,18722452.48,-38885093.6,17282263.82,21602829.78
"December 22, 2010",602997507,380491426.92,217682100.03,133865446.55,33767860.39,435364200.05,383506414.45,219491092.55,440791177.62,125423481.46,36782847.93,386521401.99,216476105.01,429937222.49,141704414.15,31355870.36,-3014987.53,3014987.54,10853955.13,-16280932.69,5426977.56
"December 23, 2010",677188059,418502220.46,258685838.54,96160704.38,68395993.96,512631360.66,458456315.94,218731743.06,494347283.07,94129140.2,88711635.73,378548124.98,298639934.02,530915438.26,98869456.61,47403164.13,79908190.96,-79908190.96,-36568155.19,-4740316.41,41308471.6
"December 26, 2010",675031154,228835561.21,446195592.79,17550810,23626090.39,633854253.61,227485498.9,447545655.1,637904440.53,16875778.85,20250934.62,230185623.51,444845530.49,630479097.84,17550810,27001246.16,-2700124.62,2700124.62,7425342.69,-675031.15,-6750311.54
"December 27, 2010",872585876,335072976.38,537512899.62,69806870.08,51482566.68,752169025.11,336818148.14,535767727.86,750423853.36,71552041.83,50609980.81,332455218.76,540130657.24,753041610.99,67189112.45,52355152.56,4362929.38,-4362929.38,-2617757.63,4362929.38,-1745171.75
"December 28, 2010",707736883,354576178.38,353160704.62,142255113.48,54495739.99,510986029.53,330513124.36,377223758.64,459321237.07,196750853.47,51664792.46,379346969.29,328389913.71,562650821.99,87759373.49,57326687.52,-48833844.93,48833844.93,-103329584.92,108991479.98,-5661895.06
"December 29, 2010",1427865869,425504028.96,1002361840.04,217035612.09,72821159.32,1138009097.59,388379516.37,1039486352.63,1287935013.84,88527683.88,51403171.28,462628541.56,965237327.44,989511047.22,345543540.3,92811281.49,-74249025.19,74249025.19,298423966.62,-257015856.42,-41408110.2
"December 30, 2010",730335589,481291153.15,249044435.85,124157050.13,93482955.39,511965247.89,458650749.89,271684839.11,471066454.91,162134500.76,97134633.34,504661892,225673697,552864040.87,86909935.09,90561613.04,-46011142.11,46011142.11,-81797585.97,75224565.67,6573020.3
"January 2, 2011",575742655,483048087.55,92694567.46,37999015.23,69664861.26,468078778.52,469806006.48,105936648.52,485926800.82,59877236.12,29938618.06,495714425.96,80028229.05,450806498.87,16120794.34,108815361.8,-25908419.48,25908419.48,35120301.96,43756441.78,-78876743.74
"January 3, 2011",695391618,543518088.63,151803990.21,86298099.79,77258008.76,534338919.27,502768139.81,192623478.19,531974587.77,114044225.35,50068196.5,584824350.74,110567267.26,531974587.77,59108287.53,105004134.32,-82056210.92,82056210.92,0,54935937.82,-54935937.82
"January 4, 2011",1689283109,582802672.61,1106480436.4,185821141.99,69260607.47,1435890642.65,554084859.75,1135198249.25,1402104980.47,231431785.93,55746342.6,613209768.57,1076073340.43,1469676304.83,138521214.94,81085589.23,-59124908.82,59124908.82,-67571324.36,92910571,-25339246.64
"January 5, 2011",1085612182,648110472.65,437501709.35,225807333.86,185639683.12,674165165.02,546062927.55,539549254.45,685021286.84,311570696.23,90105811.11,750158017.76,335454164.24,664394655.38,140043971.48,282259167.32,-204095090.22,204095090.22,20626631.46,171526724.76,-192153356.21
"January 6, 2011",1110542628,500854725.23,609687902.77,154365425.29,43311162.49,912866040.22,511960151.51,598582476.49,923971466.5,151033797.41,35537364.1,488638756.32,621903871.68,902871156.56,157697053.18,49974418.26,23321395.19,-23321395.19,21100309.93,-6663255.77,-14437054.16
"January 10, 2011",978768917,624454569.05,354314347.95,230989464.41,111579656.54,636199796.05,664584094.64,314184822.36,659690250.06,173242098.31,145836568.63,585303812.37,393465104.63,613688110.96,289715599.43,75365206.61,79280282.28,-79280282.28,46002139.1,-116473501.12,70471362.02
"January 11, 2011",816656092,503060152.67,313595939.33,141281503.92,85748889.66,589625698.42,525109867.16,291546224.84,620658629.92,140464847.82,55532614.26,481010438.19,335645653.81,556959454.74,142914816.1,116781821.16,44099428.97,-44099428.97,63699175.18,-2449968.28,-61249206.9
"January 12, 2011",1691300255,544598682.11,1146701572.89,825354524.44,50739007.65,815206722.91,554746483.64,1136553771.36,830428425.21,825354524.44,35517305.36,536142180.84,1155158074.17,799985020.62,823663224.19,67652010.2,18604302.81,-18604302.81,30443404.59,1691300.26,-32134704.85
"January 13, 2011",1164583834,553177321.15,611406512.85,178181326.6,87343787.55,899058719.85,525227309.13,639356524.87,889742049.18,204966754.78,69875030.04,579962749.33,584621084.67,908375390.52,151395898.42,104812545.06,-54735440.2,54735440.2,-18633341.34,53570856.36,-34937515.02
"January 16, 2011",794392488,506822407.34,287570080.66,84999996.22,54018689.18,655373802.6,492523342.56,301869145.44,653785017.62,90560743.63,50046726.74,521121472.13,273271015.87,656168195.09,80233641.29,57990651.62,-28598129.57,28598129.57,-2383177.46,10327102.34,-7943924.88
"January 17, 2011",1648088861,901504606.97,746584254.03,364227638.28,128550931.16,1155310291.56,888319896.08,759768964.92,1244307090.06,243917151.43,158216530.66,914689317.86,733399543.15,1064665404.21,484538125.13,97237242.8,-26369421.78,26369421.78,179641685.85,-240620973.71,60979287.86
"January 18, 2011",1394426570,698607711.57,695818858.43,465738474.38,133864950.72,794823144.9,730679522.68,663747047.32,881277592.24,351395495.64,161753482.12,666535900.46,727890669.54,709763124.13,578687026.55,105976419.32,64143622.22,-64143622.22,171514468.11,-227291530.91,55777062.8
"January 19, 2011",1212886576,515476794.8,697409781.2,465748445.18,122501544.18,624636586.64,488793290.13,724093285.87,680429369.14,409955662.69,122501544.18,542160299.47,670726276.53,568843804.14,522754114.26,121288657.6,-53367009.34,53367009.34,111585564.99,-112798451.57,1212886.58
"January 20, 2011",840157081,397394299.31,442762781.69,249526653.06,60491309.83,530139118.11,372189586.88,467967494.12,493172206.55,289014035.86,57970838.59,423439168.82,416717912.18,567106029.68,210039270.25,63011781.08,-51249581.94,51249581.94,-73933823.13,78974765.61,-5040942.49
"January 23, 2011",1675819295,385438437.85,1290380857.15,822827273.85,60329494.62,790986707.24,385438437.85,1290380857.15,760821959.93,842937105.39,73736048.98,387114257.15,1288705037.86,822827273.85,804393261.6,50274578.85,-1675819.3,1675819.3,-62005313.92,38543843.79,23461470.13
"January 24, 2011",1075347732,332282449.19,743065282.81,288193192.18,90329209.49,696825330.34,306474103.62,768873628.38,800058712.61,224747675.99,50541343.4,358090794.76,717256937.24,594667295.8,350563360.63,130117075.57,-51616691.14,51616691.14,205391416.81,-125815684.64,-79575732.17
"January 26, 2011",1956705836,708327512.63,1248378323.37,659409866.73,117402350.16,1179893619.11,645712925.88,1310992910.12,1197503971.63,655496455.06,103705409.31,768985393.55,1187720442.45,1162283266.58,663323278.4,131099291.01,-123272467.67,123272467.67,35220705.05,-7826823.34,-27393881.7
"January 27, 2011",1877323275,533159810.1,1344163464.9,523773193.73,133289952.53,1220260128.75,512509254.08,1364814020.93,1274702503.73,497490667.88,105130103.4,555687689.4,1321635585.6,1167695077.05,548178396.3,161449801.65,-43178435.32,43178435.33,107007426.68,-50687728.43,-56319698.25
"March 23, 2011",371240000,10765960,360474040,25615560,2598680,343397000,9652240,361587760,356390400,12622160,2227440,12250920,358989080,330403600,38608960,2227440,-2598680,2598680,25986800,-25986800,0
"March 24, 2011",1876119245,204496997.71,1671622247.3,981210365.14,112567154.7,782341725.17,262656694.3,1613462550.7,840501421.76,915546191.56,120071631.68,144461181.87,1731658063.14,726058147.82,1044998419.47,105062677.72,118195512.44,-118195512.44,114443273.95,-129452227.91,15008953.96
