,,TOTAL,,,,,BUY,,,,,SELL,,,,,Net Flows,,,,
Date,Total Turnover,Retail,Institutional,Foreign,Regional,Local,Retail,Institutional,Local,Foreign,Regional,Retail,Institutional,Local,Foreign,Regional,Retail,Institutional,Local,Foreign,Regional
"February 5, 2008",1526174453,940123463.05,586050989.95,317444286.22,151091270.85,1057638895.93,917230846.25,608943606.75,1043903325.85,344915426.38,137355700.77,964542254.3,561632198.7,1071374466.01,289973146.07,166353015.38,-47311408.04,47311408.04,-27471140.15,54942280.31,-28997314.61
"February 6, 2008",1457358860,897733057.76,559625802.24,342479332.1,126790220.82,988089307.08,891903622.32,565455237.68,953112694.44,374541227.02,131162297.4,903562493.2,553796366.8,1024523278.58,311874796.04,122418144.24,-11658870.88,11658870.88,-71410584.14,62666430.98,8744153.16
"February 7, 2008",1364682619,866573463.07,498109155.94,319335732.85,132374214.04,912972672.11,884314337.11,480368281.89,977112755.2,302959541.42,84610322.38,848832589.02,515850029.98,848832589.02,335711924.27,181502788.33,35481748.09,-35481748.09,128280166.19,-32752382.86,-96892465.95
"February 10, 2008",918927423,714006607.67,204920815.33,103838798.8,79946685.8,735141938.4,758115123.98,160812299.03,786601874.09,59730282.5,72595266.42,670817018.79,248110404.21,683682002.71,147947315.1,87298105.19,87298105.18,-87298105.19,102919871.38,-88217032.61,-14702838.77
"February 11, 2008",1191379014,839922204.87,351456809.13,177515473.09,144156860.69,869706680.22,848261857.97,343117156.03,874472196.28,194194779.28,123903417.46,831582551.77,359796462.23,866132543.18,160836166.89,164410303.93,16679306.2,-16679306.2,8339653.1,33358612.39,-40506886.48
"February 12, 2008",1355565059,845872596.82,509692462.18,162667807.08,97600684.25,1095296567.67,657449053.62,698116005.39,1068185266.49,183001282.97,104378509.54,1034296140.02,321268918.98,1123763433.91,140978766.14,90822858.95,-376847086.4,376847086.4,-55578167.42,42022516.83,13555650.59
"February 13, 2008",1302000000,790314000,511686000,316386000,109368000,876246000,747348000,554652000,860622000,351540000,91140000,834582000,467418000,891870000,281232000,128898000,-87234000,87234000,-31248000,70308000,-37758000
"February 14, 2008",1435890108,960610482.25,475279625.75,278562680.95,137845450.37,1020917866.79,880200636.2,555689471.8,931892680.09,373331428.08,130665999.83,1041020328.3,394869779.7,1109943053.48,182358043.72,143589010.8,-160819692.1,160819692.1,-178050373.39,190973384.36,-12923010.97
"February 17, 2008",1418091100,1110365331.3,307725768.7,153153838.8,160244294.3,1104692966.9,1083421600.4,334669499.6,1062150233.9,173007114.2,182933751.9,1138727153.3,279363946.7,1147235699.9,134718654.5,136136745.6,-55305552.9,55305552.9,-85085466,38288459.7,46797006.3
"February 18, 2008",5513880916,986984683.96,4526896232.04,1207539920.6,2150413557.24,2150413557.24,920818112.97,4593062803.03,1009040207.63,396999425.95,4113355163.34,1053151254.96,4460729661.04,3297300787.77,2023594296.17,192985832.06,-132333141.98,132333141.98,-2288260580.14,-1626594870.22,3920369331.28
"February 19, 2008",2222381293,1431213552.69,791167740.31,624489143.33,208903841.54,1388988308.13,1373431639.07,848949653.93,1364542113.9,648935337.56,211126222.84,1488995466.31,733385826.69,1415656883.64,600042949.11,206681460.25,-115563827.24,115563827.24,-51114769.74,48892388.45,4444762.59
"February 20, 2008",2319026825,1509686463.08,809340361.93,531057142.93,227264628.85,1560705053.23,1449391765.63,869635059.38,1537514784.98,598308920.85,183203119.18,1572300187.35,746726637.65,1583895321.48,466124391.83,269007111.7,-122908421.73,122908421.73,-46380536.5,132184529.03,-85803992.53
"February 21, 2008",2451793698,1439202900.73,1012590797.27,659532504.76,247631163.5,1547081823.44,1392618820.46,1059174877.54,1539726442.34,686502235.44,225565020.22,1488238774.69,963554923.31,1554437204.53,630110980.39,267245513.08,-95619954.22,95619954.22,-14710762.19,56391255.05,-41680492.87
"February 28, 2008",2385111983,1547937676.97,837174306.03,517569300.31,264747430.11,1602795252.58,1488309877.39,896802105.61,1547937676.97,548575756.09,288598549.94,1607565476.54,777546506.46,1657652828.19,486562844.53,240896310.28,-119255599.15,119255599.15,-109715151.22,62012911.56,47702239.66
"March 2, 2008",2363841953,1668872418.82,694969534.18,262386456.78,224564985.54,1876890510.68,1694874680.3,668967272.7,1895801246.31,312027137.8,156013568.9,1642870157.34,720971795.67,1860343617.01,210381933.82,293116402.17,52004522.97,-52004522.97,35457629.29,101645203.98,-137102833.27
"March 3, 2008",2552144334,1740562435.79,811581898.21,451729547.12,265423010.74,1834991776.15,1773740312.13,778404021.87,1903899673.16,449177402.78,199067258.05,1709936703.78,842207630.22,1768636023.46,451729547.12,334330907.75,63803608.35,-63803608.35,135263649.7,-2552144.33,-135263649.7
"March 4, 2008",2465404994,1743041330.76,722363663.24,335295079.18,266263739.35,1866311580.46,1691267825.88,774137168.12,1856449960.48,401861014.02,207094019.5,1797280240.63,668124753.37,1873707795.44,268729144.35,322968054.21,-106012414.74,106012414.74,-17257834.96,133131869.68,-115874034.72
"March 5, 2008",2672079674,1846407054.73,825672619.27,542432173.82,301945003.16,1827702497.02,1830374576.69,841705097.31,1768916744.19,633282882.74,269880047.07,1859767453.1,812312220.9,1889160329.52,448909385.23,334009959.25,-29392876.41,29392876.41,-120243585.33,184373497.51,-64129912.18
"March 6, 2008",2610804286,1435942357.3,1174861928.7,482998792.91,201031930.02,1926773563.07,1402001901.58,1208802384.42,1887611498.78,529993270.06,193199517.16,1467272008.73,1143532277.27,1963324823.07,436004315.76,211475147.17,-65270107.15,65270107.15,-75713324.29,93988954.3,-18275630
"March 9, 2008",2299144671,1386384236.61,912760434.39,400051172.75,213820454.4,1685273043.84,1462256010.76,836888660.24,1692170477.86,372461436.7,236811901.11,1310512462.47,988632208.53,1678375609.83,427640908.81,193128152.36,151743548.29,-151743548.29,13794868.03,-55179472.1,43683748.75
"March 10, 2008",2421681259,1588622905.9,833058353.1,394734045.22,213107950.79,1813839262.99,1610418037.24,811263221.77,1750875550.26,467384482.99,203421225.76,1564406093.31,857275165.69,1874381294.47,324505288.71,225216357.09,46011943.92,-46011943.92,-123505744.21,142879194.28,-21795131.33
"March 11, 2008",2473237708,1446844059.18,1026393648.82,633148853.25,207751967.47,1632336887.28,1444370821.47,1028866886.53,1597711559.37,677667131.99,197859016.64,1451790534.6,1021447173.4,1666962215.19,588630574.5,220118156.01,-7419713.12,7419713.12,-69250655.82,89036557.49,-22259139.37
"March 12, 2008",4230212592,1916286304.18,2313926287.82,1019481234.67,469553597.71,2741177759.62,1844372690.11,2385839901.89,2880774775.15,1027941659.86,325726369.58,1983969705.65,2246242886.35,2605810956.67,1015251022.08,613380825.84,-139597015.54,139597015.54,274963818.48,12690637.78,-287654456.26
"March 13, 2008",2493139036,1446020640.88,1047118395.12,501120946.24,261779598.78,1732731630.02,1543253063.28,949885972.72,1857388581.82,393915967.69,241834486.49,1346295079.44,1146843956.56,1605581539.18,608325924.78,281724711.07,196957983.84,-196957983.84,251807042.64,-214409957.1,-39890224.58
"March 16, 2008",2440057728,1525036080,915021648,236685599.62,165923925.5,2039888260.61,1525036080,915021648,2117970107.9,148843521.41,173244098.69,1525036080,915021648,1961806413.31,322087620.1,158603752.32,0,0,156163694.59,-173244098.69,14640346.37
"March 17, 2008",2714395516,1650352473.73,1064043042.27,407159327.4,306726693.31,2000509495.29,1777929062.98,936466453.02,2117228502.48,200865268.18,396301745.34,1525490279.99,1188905236.01,1881076092.59,616167782.13,219866036.8,252438782.99,-252438782.99,236152409.89,-415302513.95,176435708.54
"March 18, 2008",2108732487,1007974128.79,1100758358.21,647380873.51,145502541.6,1315849071.89,1050148778.53,1058583708.47,1151367937.9,805535810.03,151828739.06,965799479.05,1142933007.95,1478221473.39,489225936.98,141285076.63,84349299.48,-84349299.48,-326853535.49,316309873.05,10543662.44
"March 19, 2008",2042675221,1272586662.68,770088558.32,545394284.01,234907650.42,1262373286.58,1329781568.87,712893652.13,1248074560.03,514754155.69,277803830.06,1217434431.72,825240789.28,1276672013.13,573991737.1,194054146,112347137.16,-112347137.16,-28597453.09,-59237581.41,83749684.06
"March 23, 2008",1735015925,1103470128.3,631545796.7,293217691.33,133596226.23,1308202007.45,1079179905.35,655836019.65,1351577405.58,298422739.1,85015780.33,1127760351.25,607255573.75,1266561625.25,288012643.55,180441656.2,-48580445.9,48580445.9,85015780.33,10410095.55,-95425875.88
"March 24, 2008",2114159935,1219870282.5,894289652.51,323466470.06,135306235.84,1657501389.04,1268495961,487948113,728846066.79,192270161.13,22319186.43,1171244603.99,942915331.01,1591962431.06,399576227.72,122621276.23,97251357.01,-454967218.01,-863116364.26,-207306066.59,-100302089.8
"March 25, 2008",2183033762,1305454189.68,877579572.32,392946077.16,159361464.63,1632909253.98,1246512278.1,936521483.9,1626360152.69,395129110.92,161544498.39,1364396101.25,818637660.75,1637275321.5,388580009.64,157178430.86,-117883823.15,117883823.15,-10915168.81,6549101.29,4366067.52
"March 26, 2008",2362761911,1526344194.51,836417716.49,413483334.43,210285810.08,1741355528.41,1500353813.49,862408097.52,1694100290.19,434748191.62,233913429.19,1552334575.53,810427335.47,1786248004.72,392218477.23,184295429.06,-51980762.04,51980762.04,-92147714.53,42529714.4,49618000.13
"March 27, 2008",2178113322,1441911019.16,736202302.84,446513231.01,211276992.23,1520323098.76,1387458186.11,790655135.89,1550816685.26,398594737.93,230880012.13,1496363852.21,681749469.79,1489829512.25,496609837.42,191673972.34,-108905666.1,108905666.1,60987173.02,-98015099.49,39206039.8
"March 30, 2008",3130513335,4961600628.75,1721782334.25,219135933.45,181569773.43,2729807628.12,1352381760.72,1778131574.28,2732938141.46,278615686.82,122090020.07,1465080240.78,1665433094.22,2726677114.79,159656180.09,244180040.13,-112698480.06,112698480.06,6261026.67,118959506.73,-122090020.07
"March 31, 2008",11025779175,447663406.91,2682849928.1,115828993.4,97045913.39,2917638428.22,1433351292.75,9592427882.25,10220897295.23,452056946.18,352824933.6,1731047330.48,9294731844.53,10320129307.8,363850712.78,341799154.43,-297696037.73,297696037.73,-99232012.58,88206233.4,11025779.18
"April 1, 2008",1918821355,1293285593.27,625535761.73,395277199.13,149668065.69,1373876090.18,1264503272.95,654318082.06,1423765445.41,378007806.94,117048102.66,1320149092.24,598672262.76,1325905556.31,410627769.97,182288028.73,-55645819.29,55645819.3,97859889.11,-32619963.04,-65239926.07
"April 2, 2008",2033760590,1287370453.47,746390136.53,496237583.96,168802128.97,1368720877.07,1218222593.41,815537996.59,1415497370.64,516575189.86,101688029.5,1356518313.53,677242276.47,1319910622.91,475899978.06,235916228.44,-138295720.12,138295720.12,95586747.73,40675211.8,-134228198.94
"April 3, 2008",1726835236,1044735317.78,682099918.22,362635399.56,136419983.64,1226053017.56,1017105954,709729282,1201877324.26,395445269.04,129512642.7,1074091516.79,652743719.21,1251955546.1,329825530.08,145054159.82,-56985562.79,56985562.79,-50078221.84,65619738.97,-15541517.12
"April 6, 2008",1210006324,876044578.58,333961745.42,156090815.8,91960480.62,961955027.58,845794420.48,364211903.52,942594926.4,166980872.71,100430524.89,906294736.68,303711587.32,981315128.76,143990752.56,84700442.68,-60500316.2,60500316.2,-38720202.37,22990120.16,15730082.21
"April 7, 2008",4928130394,1374948379.93,3553182014.07,630800690.43,206981476.55,4090348227.02,1350307727.96,3577822666.04,4105132618.2,616016299.25,206981476.55,1404517162.29,3523613231.71,4080491966.23,640656951.22,206981476.55,-54209434.33,54209434.33,24640651.97,-24640651.97,0
"April 8, 2008",2723669673,1882055744.04,841613928.96,484813201.79,212446234.49,2026410236.71,1813964002.22,909705670.78,2001897209.66,503878889.51,220617243.51,1947423816.2,776245856.81,2053646933.44,463023844.41,206998895.15,-133459813.98,133459813.98,-51749723.79,40855045.1,13618348.37
"April 9, 2008",2869110953,1982555668.52,886555284.48,295518428.16,395937311.51,2177655213.33,1864922119.45,1004188833.55,2177655213.33,335685981.5,358638869.13,2100189217.6,768921735.4,2177655213.33,255350874.82,433235753.9,-235267098.15,235267098.15,0,80335106.68,-74596884.78
"April 10, 2008",2025545113,1482699022.72,542846090.28,243065413.56,123558251.89,1658921447.55,1498903383.62,526641729.38,1721713346.05,172171334.61,131660432.35,1464469116.7,561075996.3,1598155094.16,311933947.4,115456071.44,34434266.92,-34434266.92,123558251.89,-139762612.8,16204360.9
"April 13, 2008",2210939823,1669259566.37,541680256.64,152554847.79,234359621.24,1824025353.98,1669259566.37,541680256.64,1912462946.9,103914171.68,194562704.42,1667048626.54,543891196.46,1737798700.88,201195523.89,274156538.05,2210939.82,-2210939.82,174664246.02,-97281352.21,-79593833.63
"April 14, 2008",2385456688,1519535910.26,865920777.74,360203959.89,274327519.12,1748539752.3,1529077737.01,856378950.99,1743768838.93,357818503.2,283869345.87,1509994083.5,875462604.5,1753310665.68,364974873.26,267171149.06,19083653.5,-19083653.5,-9541826.75,-7156370.06,16698196.82
"April 15, 2008",2300612547,1506901218.29,793711328.72,345091882.05,243864929.98,1713956347.52,1499999380.64,800613166.36,1739263085.53,308282081.3,253067380.17,1513803055.93,786809491.07,1686348996.95,379601070.26,234662479.79,-13803675.28,13803675.28,52914088.58,-71318988.96,18404900.38
"April 16, 2008",2199248841,1612049400.45,587199440.55,301297091.22,202330893.37,1697820105.25,1598853907.41,600394933.59,1686823861.05,310094086.58,202330893.37,1623045644.66,576203196.34,1706617100.62,290300847.01,200131644.53,-24191737.25,24191737.25,-19793239.57,19793239.57,2199248.84
"April 17, 2008",1877192441,1366596097.05,510596343.95,309736752.77,138912240.63,1426666255.16,1299017169.17,578175271.83,1413525908.07,315368330.09,150175395.28,1434175024.92,443017416.08,1441683794.69,305982367.88,129526278.43,-135157855.75,135157855.75,-28157886.62,9385962.2,20649116.85
"April 20, 2008",1809322763,1315377648.7,493945114.3,238830604.72,130271238.94,1440220919.35,1270144579.63,539178183.37,1387750559.22,336534033.92,85038169.86,1358801395.01,450521367.99,1490881956.71,141127175.51,177313630.77,-88656815.39,88656815.39,-103131397.49,195406858.4,-92275460.91
"April 21, 2008",1915909990,1126555074.12,789354915.88,398509277.92,113038689.41,1402446112.68,1067161864.43,848748125.57,1400530202.69,459818397.6,53645479.72,1187864193.8,728045796.2,1404362022.67,339116068.23,172431899.1,-120702329.37,120702329.37,-3831819.98,120702329.37,-118786419.38
"April 22, 2008",2412790501,1196744088.5,1216046412.5,369156946.65,291947650.62,1751685903.73,1194331298,1218459203.01,1618982426.17,431889499.68,361918575.15,1196744088.5,1216046412.5,1884389381.28,308837184.13,219563935.59,-2412790.5,2412790.5,-265406955.11,123052315.55,142354639.56
"April 23, 2008",2830736301,894512671.12,1936223629.88,342519092.42,82091352.73,2408956592.15,942635188.23,1888101112.77,2474063527.07,271750684.9,87752825.33,843559417.7,1987176883.3,2341018920.93,413287499.95,76429880.13,99075770.54,-99075770.53,133044606.15,-141536815.05,11322945.2
"May 4, 2008",2424467691,1318910423.9,1105557267.1,247295704.48,237597833.72,1937149685.11,1052218977.89,1372248713.11,1898358202.05,307907396.76,218202092.19,1583177402.22,841290288.78,1978365635.86,186684012.21,259418042.94,-530958424.33,530958424.33,-80007433.8,121223384.55,-41215950.75
"May 5, 2008",2786652691,1627405171.54,1159247519.46,523890705.91,323251712.16,1936723620.25,1457419357.39,1329233333.61,1830830817.99,621423550.09,331611670.23,1797390985.7,989261705.31,2048189727.89,423571209.03,314891754.08,-339971628.3,339971628.3,-217358909.9,197852341.06,16719916.15
"May 6, 2008",4462712871,1044274811.81,3418438059.19,432883148.49,214210217.81,3820082217.58,406106871.26,4056605999.74,3837933069.06,437345861.36,187433940.58,1686905465.24,2775807405.76,3797768653.22,423957722.75,240986495.03,-1280798593.98,1280798593.98,40164415.84,13388138.61,-53552554.45
"May 7, 2008",2187954939,1465929809.13,722025129.87,391643934.08,190352079.69,1605958925.23,1398103206.02,789851732.98,1678161438.21,367576429.75,144405025.97,1535944367.18,652010571.82,1533756412.24,417899393.35,236299133.41,-137841161.16,137841161.16,144405025.97,-50322963.6,-91894107.44
"May 8, 2008",2707437250,1735467277.25,971969972.75,506290765.75,311355283.75,1889791200.5,1754419338,953017912,1989966378.75,381748652.25,335722219,1716515216.5,990922033.5,1789616022.25,628125442,289695785.75,37904121.5,-37904121.5,200350356.5,-246376789.75,46026433.25
"May 11, 2008",2360761872,1369241885.76,991519986.24,365918090.16,167614092.91,1824868927.06,1487279979.36,873481892.64,1966514639.38,266766091.54,127481141.09,1248843030.29,1111918841.71,1683223214.74,467430850.66,210107806.61,238436949.07,-238436949.07,283291424.64,-200664759.12,-82626665.52
"May 12, 2008",2544507772,1485992538.85,1058515233.15,605592849.74,236639222.8,1704820207.24,1526704663.2,1017803108.8,1809145025.89,534346632.12,201016113.99,1445280414.5,1099227357.5,1600495388.59,674294559.58,269717823.83,81424248.7,-81424248.7,208649637.3,-139947927.46,-68701709.84
"May 13, 2008",2498574638,921974041.42,1576600596.58,522202099.34,192390247.13,1783982291.53,914478317.51,1584096320.49,1756497970.51,449743434.84,292333232.65,929469765.34,1569104872.66,1808968037.91,594660763.84,94945836.24,-14991447.83,14991447.83,-52470067.4,-144917329,197387396.4
"May 14, 2008",1834967340,1117495110.06,717472229.94,422042488.2,168816995.28,1245942823.86,1078960795.92,756006544.08,1242272889.18,361488565.98,231205884.84,1156029424.2,678937915.8,1247777791.2,480761443.08,106428105.72,-77068628.28,77068628.28,-5504902.02,-119272877.1,124777779.12
"May 15, 2008",2066872166,961095557.19,1105776608.81,520851785.83,152948540.28,1393071839.88,847417588.06,1219454577.94,1368269373.89,514651169.33,183951622.77,1076840398.49,990031767.51,1417874305.88,527052402.33,121945457.79,-229422810.43,229422810.43,-49604931.98,-12401233,62006164.98
"May 18, 2008",1294690770,774225080.46,520465689.54,242107173.99,111343406.22,942534880.56,731500285.05,563190484.95,906283539,308136403.26,80270827.74,816949875.87,477740894.13,977491531.35,176077944.72,141121293.93,-85449590.82,85449590.82,-71207992.35,132058458.54,-60850466.19
"May 19, 2008",2044200085,966906640.21,1077293444.8,445635618.53,159447606.63,1439116859.84,940332039.1,1103868045.9,1439116859.84,449724018.7,157403406.55,991437041.23,1052763043.78,1443205260.01,439503018.28,161491806.72,-51105002.13,51105002.13,-4088400.17,10221000.43,-4088400.17
"May 20, 2008",2010752023,1138085645.02,872666377.98,446386949.11,116623617.33,1447741456.56,1138085645.02,872666377.98,1433666192.4,460462213.27,118634369.36,1138085645.02,872666377.98,1461816720.72,434322436.97,1146128653.11,0,0,-28150528.32,26139776.3,-1027494283.75
"May 21, 2008",2019911428,1058433588.27,961477839.73,408022108.46,135334065.68,1476555253.87,1056413676.84,963497751.16,1490694633.86,377723437.04,151493357.1,1058433588.27,961477839.73,1462415873.87,438320779.88,119174774.25,-2019911.43,2019911.43,28278759.99,-60597342.84,32318582.85
"May 22, 2008",1841686144,1359164374.27,482521769.73,241260884.86,139968146.94,1460457112.19,1351797629.7,489888514.3,1445723623.04,233894140.29,162068380.67,1364689432.7,476996711.3,1477032287.49,246785943.3,117867913.22,-12891803.01,12891803.01,-31308664.45,-12891803.01,44200467.46
"May 25, 2008",1500000000,1203000000,297000000,136500000,105000000,1270500000,1278000000,222000000,1308000000,109500000,82500000,1129500000,370500000,1210500000,163500000,126000000,148500000,-148500000,97500000,-54000000,-43500000
"May 26, 2008",1616042714,1174863053.08,441179660.92,211701595.53,208469510.11,1195871608.36,1166782839.51,449259874.49,1176479095.79,184228869.4,255334748.81,1184559309.36,431483404.64,1216880163.64,239174321.67,161604271.4,-17776469.85,17776469.85,-40401067.85,-54945452.28,93730477.41
"May 27, 2008",2791191277,1783571226,1007620051,357272483.46,499623238.58,1934295554.96,1736120974.29,1055070302.71,1853351007.93,410305117.72,527535151.35,1831021477.71,960169799.29,2018031293.27,304239849.19,471711325.81,-94900503.42,94900503.42,-164680285.34,106065268.53,55823825.54
"May 28, 2008",2337702915,1348854581.96,988848333.05,411435713.04,182340827.37,1743926374.59,1353529987.79,984172927.22,1713536236.7,406760307.21,217406371.1,1341841473.21,995861441.79,1774316512.49,413773415.96,149612986.56,11688514.58,-11688514.58,-60780275.79,-7013108.75,67793384.54
"May 29, 2008",2457626094,1445084143.27,1012541950.73,786440350.08,221186348.46,1447541769.37,1474575656.4,983050437.6,1418050256.24,756948836.95,285084626.9,1415592630.14,1042033463.86,1479490908.59,818389489.3,159745696.11,58983026.26,-58983026.26,-61440652.35,-61440652.35,125338930.79
"June 1, 2008",2500000000,1277500000,1222500000,142500000,145000000,2212500000,1292500000,1207500000,2220000000,145000000,135000000,1260000000,1240000000,2202500000,140000000,157500000,32500000,-32500000,17500000,5000000,-22500000
"June 2, 2008",1806431322,1320501296.38,485930025.62,270964698.3,173417406.91,1362049216.79,1306049845.81,500381476.19,1383726392.65,276383992.27,146320937.08,1334952746.96,471478575.04,1340372040.92,267351835.66,198707445.42,-28902901.15,28902901.15,43354351.73,9032156.61,-52386508.34
"June 3, 2008",1477775381,1093553781.94,384221599.06,152210864.24,147777538.1,1176309203.28,1080253803.51,397521577.49,1139364818.75,195066350.29,143344211.96,1105375984.99,372399396.01,1214731363.18,110833153.58,152210864.24,-25122181.48,25122181.48,-75366544.43,84233196.72,-8866652.29
"June 4, 2008",2165020719,1249216954.86,915803764.14,413518957.33,229492196.21,1524174586.18,1264372099.9,900648619.1,1519844544.74,383208667.26,261967507,1234061809.83,930958909.17,1528504627.61,443829247.4,194851864.71,30310290.07,-30310290.07,-8660082.88,-60620580.13,67115642.29
"June 5, 2008",1649130123,875688095.31,773442027.69,336422545.09,115439108.61,1197268469.3,888881136.3,760248986.7,1200566729.54,347966455.95,100596937.5,862495054.33,786635068.67,1195619339.18,324878634.23,128632149.59,26386081.97,-26386081.97,4947390.37,23087821.72,-28035212.09
"June 8, 2008",1598627843,1159005186.18,439622656.83,231801037.24,121495716.07,1245331089.7,1224548927.74,374078915.26,1258120112.44,151869645.09,190236713.32,1091862816.77,506765026.23,1232542066.95,313331057.23,52754718.82,132686110.97,-132686110.97,25578045.49,-161461412.14,137481994.5
"June 9, 2008",1500000000,1113000000,387000000,244500000,105000000,1150500000,1150500000,349500000,1125000000,256500000,118500000,1074000000,426000000,1176000000,234000000,90000000,76500000,-76500000,-51000000,22500000,28500000
"June 10, 2008",2100000000,1285200000,814800000,308700000,100800000,1688400000,1304100000,795900000,1745100000,241500000,113400000,1266300000,833700000,1631700000,378000000,90300000,37800000,-37800000,113400000,-136500000,23100000
"June 11, 2008",1370155914,998843661.31,371312252.69,245257908.61,105502005.38,1019396000.02,968700231.2,401455682.8,938556801.09,317876172.05,113722940.86,1030357247.33,339798666.67,1098865043.03,174009801.08,97281069.89,-61657016.13,61657016.13,-160308241.94,143866370.97,16441870.97
"June 12, 2008",2162256664,1210863731.84,951392932.16,250821773.02,147033453.15,1764401437.82,1165456341.9,996800322.1,1697371481.24,300553676.3,164331506.46,1254108865.12,908147798.88,1833593651.07,203252126.42,127573143.18,-88652523.22,88652523.22,-136222169.83,97301549.88,36758363.29
"June 15, 2008",1451951951,903114113.52,548837837.48,294746246.05,87117117.06,1070088587.89,921989488.89,529962462.12,1102031530.81,262803303.13,87117117.06,885690690.11,566261260.89,1038145644.97,326689188.98,87117117.06,36298798.78,-36298798.78,63885885.84,-63885885.84,0
"June 16, 2008",1502884516,1018955701.85,483928814.15,258496136.75,126242299.34,1118146079.9,1011441279.27,491443236.73,1127163387,279536519.98,97687493.54,1024967239.91,477917276.09,1109128772.81,238958638.04,154797105.15,-13525960.64,13525960.64,18034614.19,40577881.93,-57109611.61
"June 17, 2008",1719419501,1115903256.15,603516244.85,257912925.15,304337251.68,1158888743.67,930205950.04,789213550.96,942241886.55,263071183.65,514106430.8,1299881142.76,419538358.24,1373816181.3,251035247.15,94568072.56,-369675192.72,369675192.72,-431574294.75,12035936.51,419538358.24
"June 18, 2008",1373569029,824141417.4,549427611.6,192299664.06,178563973.77,1002705391.17,824141417.4,549427611.6,1002705391.17,192299664.06,178563973.77,824141417.4,549427611.6,1002705391.17,192299664.06,178563973.77,0,0,0,0,0
"June 19, 2008",1178817248,766231211.2,412586036.8,176822587.2,117881724.8,884112936,766231211.2,412586036.8,884112936,176822587.2,117881724.8,766231211.2,412586036.8,884112936,176822587.2,117881724.8,0,0,0,0,0
"June 22, 2008",1100000000,745800000,354200000,73700000,67100000,959200000,754600000,345400000,979000000,70400000,50600000,737000000,363000000,938300000,77000000,84700000,17600000,-17600000,40700000,-6600000,-34100000
"June 23, 2008",1300000000,1011400000,288600000,157300000,104000000,1038700000,989300000,310700000,1032200000,161200000,106600000,1032200000,1032467800,1046500000,153400000,100100000,-42900000,-721767800,-14300000,7800000,6500000
"June 24, 2008",1340678954,974673599.56,366005354.44,202442522.05,111276353.18,1026960078.76,946519341.52,394159612.48,1005509215.5,235959495.9,99210242.6,1002827857.59,337851096.41,1047070263.07,170266227.16,123342463.77,-56308516.07,56308516.07,-41561047.57,65693268.75,-24132221.17
"June 25, 2008",1801748189,1284646458.76,517101730.24,324314674.02,122518876.85,1354914638.13,1304465688.84,497282500.16,1347707645.37,349539148.67,104501394.96,1266628976.87,535119212.13,1362121630.88,297288451.19,142338106.93,37836711.97,-37836711.97,-14413985.51,52250697.48,-37836711.97
"June 26, 2008",1651750633,1024085392.46,627665240.54,452579673.44,206468829.13,992702130.43,953060115.24,698690517.76,962970619.04,477355932.94,211424081.02,1093458919.05,558291713.95,1022433641.83,426151663.31,201513577.23,-140398803.81,140398803.81,-59463022.79,51204269.62,9910503.8
"June 29, 2008",1340657839,678372866.53,662284972.47,81780128.18,64351576.27,1194526134.55,671669577.34,668988261.66,1170394293.45,91164733.05,79098812.5,685076155.73,655581683.27,1218657975.65,72395523.31,49604340.04,-13406578.39,13406578.39,-48263682.2,18769209.75,29494472.46
"June 30, 2008",6294056310,1114047966.87,1493807293.69,72603027.64,41746740.89,1698910846.78,317638245.93,1497437445.08,1686205316.94,78048254.71,50822119.35,324898548.69,1490177142.31,1713431452.3,68972876.26,34486438.13,-7260302.76,7260302.76,-27226135.36,9075378.46,16335681.22
"July 2, 2008",1815075691,795003152.66,1020072538.34,328528700.07,88938708.86,1399423357.76,752711889.06,1063634354.93,1384902752.23,363015138.2,67157800.57,836749893.55,978325797.45,1413943963.29,292227186.25,108904541.46,-84038004.49,85308557.48,-29041211.06,70787951.95,-41746740.89
"July 3, 2008",1822881574,1337995075.32,484886498.68,322650038.6,165882223.23,1334349312.17,1312474733.28,510406840.72,1368984062.07,344524617.49,111195776.01,1365338298.93,457543275.07,1301537443.84,302598341.28,220568670.45,-52863565.65,52863565.65,67446618.24,41926276.2,-109372894.44
"July 6, 2008",1081257936,832568610.72,248689325.28,126507178.51,125425920.58,829324836.91,814187225.81,267070710.19,832568610.72,127588436.45,121100888.83,849868737.7,231389198.3,827162321.04,124344662.64,129750952.32,-35681511.89,35681511.89,5406289.68,3243773.81,-8650063.49
"July 7, 2008",1584554910,1213769061.06,370785848.94,199653918.66,198069363.75,1186831627.59,1186831627.59,397723282.41,1202677176.69,221837687.4,160040045.91,1242291049.44,342263860.56,1170986078.49,175885595.01,237683236.5,-55459421.85,55459421.85,31691098.2,45952092.39,-77643190.59
"July 8, 2008",1398679323,874174576.88,524504746.13,309108130.38,156652084.18,932919108.44,605628146.86,793051176.14,1025231943.76,285330581.89,128678497.72,868579859.58,530099463.42,934317787.76,339879075.49,184625670.64,-262951712.72,262951712.72,90914155.99,-54548493.6,-55947172.92
"July 9, 2008",2285815649,1019473779.45,1266341869.55,438876604.61,164578726.73,1682360317.66,989758176.02,1296057472.98,1675502870.72,466306392.4,144006385.89,1051475198.54,1234340450.46,1691503580.26,411446816.82,182865251.92,-61717022.52,61717022.52,-16000709.54,54859575.58,-38858866.03
